Month Year,Ambulance Trust,Hospital Name,Count of Handovers at Hospital,Handover Compliance,Count of Handovers Over 15 Minutes,% of Handovers Over 15 Minutes,Count of Handovers Over 30 Minutes,% of Handovers Over 30 Minutes,Count of Handovers Over 60 Minutes,% of Handovers Over 60 Minutes,Count of Handovers Over 90 Minutes,% of Handovers Over 90 Minutes,Hours lost for Handovers over 15 minutes,Hours lost for Handovers over 30 minutes,Hours lost for Handovers over 60 minutes,Longest Handover (mm.m),Mean Handover Time (mm.m),90th Centile Handover Time (mm.m),Total Handover Time (hh.h),Average Time Lost for Handovers over 15 minutes per Handover (hh.h)
Oct-22,NEAS,James Cook A&E,977,51.58%,899,92.02%,628,64.28%,289,29.58%,157,16.07%,625.62,590.89,437.4,256.12,52.9,135.56,861.41,0.64
Oct-22,EEAST,James Paget Hospital,"1,253",85.18%,"1,094",87.31%,907,72.39%,715,57.06%,617,49.24%,"2,972.59","2,726.08","2,328.64",716.75,156.43,0,"3,266.84",2.37
Oct-22,SCAS,John Radcliffe Hospital,"2,520",69.23%,"1,364",54.13%,349,13.85%,57,2.26%,22,0.87%,298.03,111.71,38.01,334.33,20.1,29.13,844.05,0.12
Oct-22,EMAS,Kettering General Hospital,"2,597",100.00%,"1,989",76.59%,798,30.73%,134,5.16%,62,2.39%,"1,099.97",497.05,150.02,428.82,29.36,55.12,"1,270.88",0.42
Oct-22,LAS,King Georges; Ilford,"1,058",76.17%,991,93.67%,729,68.90%,228,21.55%,131,12.38%,673.18,454.7,238,346.38,52.39,99.71,923.8,0.64
Oct-22,LAS,Kings College,"2,067",90.74%,"1,470",71.12%,607,29.37%,187,9.05%,99,4.79%,572.7,327.83,163.51,349.3,30.08,61.89,"1,036.28",0.28
Oct-22,EMAS,Kings Mill Hospital,"3,003",100.00%,"1,669",55.58%,122,4.06%,2,0.07%,1,0.03%,567.42,43.54,1.49,119.1,16.75,24.37,838.25,0.19
Oct-22,LAS,Kingston,"1,578",93.54%,"1,099",69.65%,403,25.54%,166,10.52%,94,5.96%,427.84,257.25,132.78,273.68,29.66,61.35,780.01,0.27
Oct-22,YAS,Leeds General Infirmary,"1,052",43.15%,427,40.59%,122,11.60%,8,0.76%,1,0.10%,85.05,23.71,2.02,100.18,15.93,30.65,279.29,0.08
Oct-22,EMAS,Leicester Royal Infirmary,"4,552",100.00%,"3,828",84.09%,"2,588",56.85%,"1,660",36.47%,"1,194",26.23%,"5,577.31","4,414.61","3,138.59",614,75.14,197.48,"5,700.74",1.23
Oct-22,NWAS,Leighton,768,44.42%,553,72.01%,164,21.35%,19,2.47%,2,0.26%,119.28,34.39,4.43,105,23.36,37.85,299.03,0.16
Oct-22,LAS,Lewisham,"1,478",90.34%,"1,029",69.62%,503,34.03%,183,12.38%,100,6.77%,482.95,299.23,148.44,245.07,32.38,70.14,797.59,0.33
Oct-22,EMAS,Lincoln County Hospital,"2,262",100.00%,"2,087",92.26%,"1,281",56.63%,597,26.39%,425,18.79%,"2,389.08","1,704.22","1,071.33",574,61.99,150.71,"2,336.86",1.06
Oct-22,EEAST,Lister Hospital,"1,196",63.41%,"1,157",96.74%,962,80.43%,615,51.42%,468,39.13%,"1,874.45","1,607.89","1,226.66",677.58,108.81,0,"2,169.02",1.57
Oct-22,EEAST,Luton And Dunstable Hospital,"1,677",71.36%,"1,196",71.32%,527,31.43%,281,16.76%,199,11.87%,723.59,522.77,340.96,406.88,39.64,0,"1,107.84",0.43
Oct-22,NWAS,Macclesfield General,386,46.90%,326,84.46%,164,42.49%,50,12.95%,23,5.96%,137.98,78.76,32.83,274.2,36.01,66.02,231.65,0.36
Oct-22,SECAmb,Maidstone Hospital,"1,338",95.71%,693,51.79%,76,5.68%,2,0.15%,0,0.00%,78.61,10.94,0.27,72.43,16.86,25.43,375.9,0.06
Oct-22,NWAS,Manchester Royal Infirmary,"1,346",66.57%,"1,084",80.53%,583,43.31%,319,23.70%,213,15.82%,805.05,606.13,395.98,596.72,50.21,118.6,"1,126.46",0.6
Oct-22,SECAmb,Medway Maritime Hospital,"2,934",93.86%,"1,664",56.71%,673,22.94%,300,10.22%,143,4.87%,712.24,452.66,233.26,424,27.45,62.86,"1,342.16",0.24
Oct-22,SCAS,Milton Keynes General Hospital,"1,713",87.09%,"1,218",71.10%,413,24.11%,63,3.68%,15,0.88%,298.41,111.68,21.95,169.9,24.46,40.1,698.38,0.17
Oct-22,SWAS,Musgrove Park Hospital,"2,236",100.00%,"1,489",66.59%,956,42.75%,516,23.08%,331,14.80%,"1,244.96",950.14,599.27,"1,598.85",46.49,109.58,"1,732.37",0.56
Oct-22,WMAS,New Cross,"3,444",89.29%,"2,528",73.40%,"1,340",38.91%,764,22.18%,541,15.71%,"2,315.73","1,865.16","1,369.84",964,54.35,129.27,"3,119.56",0.67
Oct-22,WMAS,New Queen Elizabeth Hosp,"3,043",89.42%,"2,514",82.62%,"1,147",37.69%,370,12.16%,244,8.02%,"1,227.05",780.95,468.09,674,38.71,84.18,"1,963.03",0.4
Oct-22,LAS,Newham,"1,073",69.81%,910,84.81%,493,45.95%,190,17.71%,112,10.44%,511.39,338.07,191.26,353.57,42.72,94.21,763.91,0.48
Oct-22,EEAST,Norfolk & Norwich University Hospital,"2,083",67.06%,"1,921",92.22%,"1,605",77.05%,"1,224",58.76%,"1,016",48.78%,"4,275.25","3,835.95","3,143.09",718.1,137.69,0,"4,780.12",2.05
Oct-22,SWAS,North Devon District Hospital,"1,275",100.00%,"1,009",79.14%,636,49.88%,320,25.10%,189,14.82%,742.19,538.56,314.64,585.98,48.81,110.23,"1,037.26",0.58
Oct-22,SCAS,North Hants Hospital,"1,554",91.95%,564,36.29%,244,15.70%,95,6.11%,45,2.90%,225.79,137.28,57.55,248.13,20.69,43.59,535.74,0.15
Oct-22,NWAS,North Manchester General,839,61.92%,486,57.93%,250,29.80%,160,19.07%,113,13.47%,408.92,324.85,228.36,494.62,42.32,99.69,591.73,0.49
Oct-22,LAS,North Middlesex,"1,752",78.99%,"1,599",91.27%,"1,108",63.24%,457,26.08%,218,12.44%,"1,017.14",676.29,307.33,322.07,49.24,93.6,"1,437.83",0.58
Oct-22,NEAS,North Tees Hospital A&E,"1,080",64.25%,729,67.50%,191,17.69%,39,3.61%,16,1.48%,166.92,117.5,52.1,206.92,22.87,60.97,411.58,0.15
Oct-22,EMAS,Northampton General Hospital,"2,662",100.00%,"2,100",78.89%,"1,083",40.68%,543,20.40%,373,14.01%,"2,058.93","1,434.67",926.07,713,49.61,125.42,"2,201.19",0.77
Oct-22,YAS,Northern General Hospital,"2,048",64.28%,"1,727",84.33%,"1,207",58.94%,616,30.08%,319,15.58%,"1,260.85",898.86,465.69,296.32,51.13,104.92,"1,745.17",0.62
Oct-22,LAS,Northwick Park,"2,438",90.83%,"1,553",63.70%,986,40.44%,586,24.04%,394,16.16%,"1,365.23","1,059.44",682.78,490.03,46.34,121.95,"1,882.84",0.56
Oct-22,EMAS,Nottingham City Hospital Campus,581,100.00%,434,74.70%,180,30.98%,20,3.44%,5,0.86%,214.04,83.92,11.51,148.45,25.86,42.79,250.41,0.37
Oct-22,NEAS,Nsec A&E,"2,250",80.76%,"1,600",71.11%,655,29.11%,171,7.60%,37,1.64%,491.03,401.18,186.83,233.78,26.91,65,"1,009.26",0.22
Oct-22,EEAST,Peterborough City Hospital,"1,377",80.20%,"1,268",92.08%,783,56.86%,344,24.98%,226,16.41%,951.39,693.93,442.65,541.75,56.2,0,"1,289.79",0.69
Oct-22,EMAS,Peterborough City Hospital,751,100.00%,690,91.88%,494,65.78%,259,34.49%,177,23.57%,996.49,791.19,555.93,598,81.56,180.13,"1,020.84",1.33
Oct-22,YAS,Pinderfields General Hospital,"3,022",86.99%,"1,361",45.04%,444,14.69%,37,1.22%,8,0.26%,306.06,103.61,12.94,157.98,17.47,34.09,879.92,0.1
Oct-22,SWAS,Poole Hospital,"1,848",100.00%,"1,429",77.33%,"1,035",56.01%,678,36.69%,518,28.03%,"1,974.75","1,670.97","1,260.09",990.52,77.86,195.06,"2,398.01",1.07
Oct-22,EEAST,Princess Alexandra Hospital,"1,069",76.09%,993,92.89%,696,65.11%,370,34.61%,252,23.57%,970.63,761.59,512.44,680.32,69.15,0,"1,231.94",0.91
Oct-22,WMAS,Princess Royal,"1,336",69.37%,"1,218",91.17%,932,69.76%,655,49.03%,532,39.82%,"2,954.89","2,686.93","2,301.81","1,510.00",147.42,393.17,"3,282.57",2.21
Oct-22,SECAmb,Princess Royal Hospital,686,84.38%,472,68.80%,154,22.45%,30,4.37%,5,0.73%,118.59,47.43,8.91,162.78,24.14,42.83,276.01,0.17
Oct-22,LAS,Princess Royal; Farnborough,"1,559",80.28%,"1,129",72.42%,571,36.63%,297,19.05%,191,12.25%,738.23,538.32,336.86,349.5,41.47,100.51,"1,077.57",0.47
Oct-22,SCAS,Queen Alexandra Hospital,"3,531",89.21%,"2,327",65.90%,"1,430",40.50%,929,26.31%,670,18.97%,"2,764.97","2,323.54","1,749.90",812.3,60.3,135.61,"3,548.47",0.78
Oct-22,NEAS,Queen Elizabeth Emrg Hub,"1,257",84.48%,714,56.80%,237,18.85%,132,10.50%,72,5.73%,287.38,248.97,198.76,198.08,26.65,78.54,558.39,0.23
Oct-22,EEAST,Queen Elizabeth Hospital,"1,206",80.03%,"1,050",87.06%,835,69.24%,673,55.80%,568,47.10%,"2,361.23","2,131.98","1,759.98",700.22,131.99,0,"2,653.07",1.96
Oct-22,LAS,Queen Elizabeth Ii; Woolwich,"2,023",91.87%,678,33.51%,266,13.15%,172,8.50%,134,6.62%,493.32,394.43,288.23,349.55,25.51,63.61,860.17,0.24
Oct-22,SECAmb,Queen Elizabeth Queen Mother Hospital,"2,319",93.43%,"1,895",81.72%,685,29.54%,111,4.79%,42,1.81%,510.66,197.81,63.57,197.93,27.53,46.73,"1,064.08",0.22
Oct-22,EMAS,Queens Medical Centre Campus Hospital,"4,823",100.00%,"3,172",65.77%,"1,468",30.44%,534,11.07%,259,5.37%,"2,037.74","1,084.09",444.15,283.98,30.19,64.51,"2,426.70",0.42
Oct-22,LAS,Queens; Romford - A&E,"1,471",58.30%,"1,373",93.34%,"1,151",78.25%,653,44.39%,424,28.82%,"1,596.35","1,277.63",835.65,592.1,79.45,172.64,"1,947.95",1.09
Oct-22,YAS,Rotherham District General Hos,"1,669",87.89%,"1,010",60.52%,517,30.98%,259,15.52%,168,10.07%,640.73,459.53,273.55,494.3,35.75,85.17,994.45,0.38
Oct-22,NWAS,Royal Albert Edward Infirmary,"1,306",76.78%,"1,090",83.46%,737,56.43%,380,29.10%,216,16.54%,868.26,643.6,378.34,497.5,54.17,123.19,"1,179.14",0.66
Oct-22,SCAS,Royal Berkshire Hospital,"2,825",86.42%,"1,771",62.69%,522,18.48%,182,6.44%,77,2.73%,502.96,252.75,104.09,226.17,24.07,43.6,"1,133.35",0.18
Oct-22,NWAS,Royal Blackburn,"2,395",72.60%,"1,842",76.91%,495,20.67%,46,1.92%,13,0.54%,373.85,105.46,17.82,148.17,23.63,38.45,943.35,0.16
Oct-22,NWAS,Royal Bolton,"1,503",81.38%,"1,172",77.98%,702,46.71%,338,22.49%,178,11.84%,761.24,531.63,286.68,422.45,44.38,101.75,"1,111.83",0.51
Oct-22,SWAS,Royal Bournemouth Hospital,"1,893",100.00%,"1,430",75.54%,"1,031",54.46%,666,35.18%,492,25.99%,"1,852.18","1,548.23","1,136.60",734.03,72.2,186.44,"2,277.89",0.98
Oct-22,EMAS,Royal Derby Hospital,"3,472",100.00%,"2,887",83.15%,"1,488",42.86%,627,18.06%,415,11.95%,"2,455.80","1,539.00",882.04,495.12,45.03,105.22,"2,606.00",0.71
Oct-22,SWAS,Royal Devon And Exeter Wonford,"2,755",100.00%,"1,813",65.81%,956,34.70%,303,11.00%,150,5.44%,875.98,540.02,262.31,483.2,32.21,67.64,"1,479.00",0.32
Oct-22,LAS,Royal Free,"1,211",82.21%,989,81.67%,408,33.69%,181,14.95%,111,9.17%,486.27,325.49,191.26,341.33,37.97,84.71,766.36,0.4
Oct-22,SCAS,Royal Hampshire County Hospital,"1,206",92.70%,529,43.86%,279,23.13%,114,9.45%,45,3.73%,249.12,156.97,65.88,317.25,24.61,52.62,494.59,0.21
Oct-22,NWAS,Royal Lancaster Infirmary,"1,223",79.67%,872,71.30%,421,34.42%,208,17.01%,139,11.37%,546.45,396.67,255.06,581.62,40.67,89.4,828.93,0.45
Oct-22,NWAS,Royal Liverpool University,918,49.70%,665,72.44%,421,45.86%,256,27.89%,177,19.28%,686.86,556.08,394.12,594.28,58.44,137.35,894.21,0.75
Oct-22,LAS,Royal London (Whitechapel),"1,182",58.86%,964,81.56%,454,38.41%,111,9.39%,53,4.48%,364.68,186.3,76.24,292.52,32.16,58.88,633.58,0.31
Oct-22,NWAS,Royal Oldham,"1,031",58.45%,910,88.26%,573,55.58%,307,29.78%,193,18.72%,803.07,621.1,415.24,621.52,61.34,137.84,"1,054.05",0.78
Oct-22,NWAS,Royal Preston,"1,406",78.50%,"1,112",79.09%,665,47.30%,342,24.32%,200,14.22%,798.58,582.94,346.66,464.2,48.24,108.84,"1,130.38",0.57
Oct-22,WMAS,Royal Shrewsbury,"1,142",69.46%,"1,079",94.48%,892,78.11%,690,60.42%,581,50.88%,"3,583.89","3,336.72","2,944.54","1,240.00",203.01,496.35,"3,864.03",3.14
Oct-22,WMAS,Royal Stoke Univ Hosp,"3,223",78.10%,"2,651",82.25%,"1,996",61.93%,"1,482",45.98%,"1,195",37.08%,"4,643.97","4,075.71","3,227.98",780,100.66,261.37,"5,407.23",1.44
Oct-22,SECAmb,Royal Surrey County Hospital,"1,248",92.93%,732,58.65%,155,12.42%,12,0.96%,1,0.08%,120.41,28.98,2.09,98.08,19.31,31.98,401.63,0.1
Oct-22,SECAmb,Royal Sussex County Hospital,"2,070",86.50%,"1,632",78.84%,"1,023",49.42%,313,15.12%,49,2.37%,756.68,436.32,84.7,226.3,36.15,63.79,"1,247.15",0.37
Oct-22,SWAS,Royal United Hospital - Bath,"2,198",100.00%,"1,661",75.57%,"1,160",52.78%,784,35.67%,586,26.66%,"2,312.47","1,970.68","1,499.29","1,563.07",76.72,191.22,"2,810.50",1.05
Oct-22,WMAS,Russells Hall,"3,480",94.08%,"2,787",80.09%,"1,295",37.21%,700,20.11%,536,15.40%,"2,231.74","1,748.46","1,288.84",831,52.79,119.91,"3,061.61",0.64
Oct-22,NEAS,Rvi A&E,"1,421",47.49%,795,55.95%,147,10.34%,10,0.70%,2,0.14%,125.22,64.54,9.88,101.17,17.91,51.03,424.15,0.09
Oct-22,NWAS,Salford Royal,"1,589",76.39%,607,38.20%,158,9.94%,38,2.39%,20,1.26%,140.46,61.05,24.74,210,17.17,32.96,454.67,0.09
Oct-22,SWAS,Salisbury District Hospital,"1,109",100.00%,714,64.38%,444,40.04%,262,23.62%,185,16.68%,711.64,573.58,405.83,621.83,51.3,121.89,948.11,0.64
Oct-22,WMAS,Sandwell,"2,342",92.90%,"1,756",74.98%,794,33.90%,292,12.47%,169,7.22%,822.62,520.44,279.07,408,35.18,74.1,"1,373.01",0.35
Oct-22,YAS,Scarborough District General Hospital,"1,050",71.04%,938,89.33%,756,72.00%,493,46.95%,352,33.52%,"1,184.45",973.4,665.37,605.97,81.9,170.5,"1,433.23",1.13
Oct-22,EMAS,Scunthorpe General Hospital,"1,304",100.00%,993,76.15%,579,44.40%,333,25.54%,234,17.94%,"1,229.51",909.27,617.45,625,57.83,132.47,"1,256.86",0.94
Oct-22,NEAS,South Tyneside Hosp A&E,710,72.23%,504,70.99%,140,19.72%,40,5.63%,19,2.68%,139.75,104.92,61.12,248.4,25.8,71.44,305.28,0.2
Oct-22,SCAS,Southampton General Hospital,"3,297",83.66%,"1,887",57.23%,237,7.19%,11,0.33%,2,0.06%,240.96,35.71,4.27,152.53,17.79,26.28,977.66,0.07
Oct-22,EEAST,Southend University Hospital,"1,209",70.37%,"1,079",89.25%,753,62.28%,485,40.12%,392,32.42%,"1,637.76","1,408.56","1,118.26",578.13,95.88,0,"1,931.92",1.35
Oct-22,SWAS,Southmead Hospital,"2,620",100.00%,"2,302",87.86%,"1,601",61.11%,984,37.56%,708,27.02%,"3,207.37","2,725.19","2,109.01",899.43,87.77,238.43,"3,832.49",1.22
Oct-22,NWAS,Southport District General,"1,005",85.39%,827,82.29%,393,39.10%,109,10.85%,43,4.28%,314.98,165.1,60.08,435.78,33.14,59.28,555.11,0.31
Oct-22,LAS,St Georges; Tooting,"1,834",87.58%,"1,297",70.72%,599,32.66%,247,13.47%,151,8.23%,654.64,427.59,237.74,332.77,34.82,81.33,"1,064.44",0.36
Oct-22,LAS,St Helier,"1,275",91.86%,989,77.57%,451,35.37%,230,18.04%,136,10.67%,554,388.51,235.72,334,39.95,95.51,849,0.43
Oct-22,YAS,St James University Hospital,"1,614",56.30%,965,59.79%,251,15.55%,17,1.05%,5,0.31%,188.96,51.58,8.04,150.17,19.72,35.37,530.55,0.12
Oct-22,IOW,St Mary'S Hospital,"1,409",97.31%,370,26.26%,55,3.90%,3,0.21%,2,0.14%,48.02,10.69,1.61,102.13,14,20.62,328.72,0.03
Oct-22,LAS,St Marys; W2,"1,596",85.95%,854,53.51%,274,17.17%,42,2.63%,5,0.31%,200.08,74.77,11.42,173.27,19.89,37.39,529.14,0.13
Oct-22,SECAmb,St Peters Hospital,"2,218",94.95%,"1,513",68.21%,278,12.53%,26,1.17%,6,0.27%,241.49,56.01,6.84,116.2,20.45,31.38,756.05,0.11
Oct-22,SECAmb,St Richards Hospital,"1,685",91.18%,892,52.94%,374,22.20%,167,9.91%,77,4.57%,360.64,219.32,99.15,224.78,25.8,54.28,724.64,0.21
Oct-22,LAS,St Thomas',"2,278",93.55%,"1,523",66.86%,564,24.76%,113,4.96%,25,1.10%,423.27,182.48,38.56,148.15,24.48,46.7,929.45,0.19
Oct-22,NWAS,Stepping Hill,"1,034",62.21%,850,82.21%,426,41.20%,178,17.21%,113,10.93%,533.77,381.82,248.28,422.73,45.37,105.44,781.81,0.52
Oct-22,SCAS,Stoke Mandeville Hospital,"1,332",62.30%,995,74.70%,450,33.78%,144,10.81%,65,4.88%,416.29,246.97,116.15,300.82,32.8,47.76,728.13,0.31
Oct-22,NEAS,Sunderland Royal A&E,"2,096",82.72%,"1,371",65.41%,650,31.01%,230,10.97%,88,4.20%,567.16,501.74,304.15,216.7,29.66,83.51,"1,036.29",0.27
Oct-22,NWAS,Tameside General,938,54.35%,681,72.60%,354,37.74%,152,16.20%,85,9.06%,381.34,257.54,140.65,537.48,38.05,82.7,594.88,0.41
Oct-22,SWAS,Torbay Hospital,"1,779",100.00%,"1,505",84.60%,"1,204",67.68%,930,52.28%,782,43.96%,"3,516.00","3,181.53","2,659.15","1,007.53",132.68,315.95,"3,934.06",1.98
Oct-22,SWAS,Treliske Hospital,"2,179",100.00%,"1,894",86.92%,"1,688",77.47%,"1,404",64.43%,"1,262",57.92%,"7,000.68","6,554.34","5,790.92","1,657.40",206.68,477.36,"7,505.81",3.21
Oct-22,SECAmb,Tunbridge Wells Hospital,"2,096",93.57%,"1,195",57.01%,222,10.59%,15,0.72%,1,0.05%,181.43,40.43,3.54,139.38,18.56,30.1,648.29,0.09
Oct-22,NEAS,Uhnd A&E,"1,376",73.62%,997,72.46%,501,36.41%,288,20.93%,195,14.17%,637.95,586.68,491.32,281.5,41.73,161.1,957.04,0.46
Oct-22,WMAS,Uni Hospital Cov & War,"3,455",88.30%,"2,688",77.80%,"1,055",30.54%,427,12.36%,263,7.61%,"1,214.14",774.32,448.63,342,35.2,78.65,"2,027.20",0.35
Oct-22,LAS,University College,"1,355",89.68%,942,69.52%,356,26.27%,127,9.37%,53,3.91%,317.26,172.39,63.42,215.25,27.48,57.05,620.53,0.23
Oct-22,WMAS,Walsall Manor,"2,826",95.60%,"1,649",58.35%,396,14.01%,60,2.12%,19,0.67%,323.74,111.74,29.98,184,20.33,34.61,957.37,0.11
Oct-22,NWAS,Warrington,"1,159",77.47%,763,65.83%,441,38.05%,267,23.04%,181,15.62%,615.75,472.39,303.88,459.82,45.14,107.97,871.96,0.53
Oct-22,WMAS,Warwick,"1,542",96.07%,"1,228",79.64%,317,20.56%,70,4.54%,25,1.62%,286.4,111.26,33.19,204.02,25.64,42.41,658.92,0.19
Oct-22,EEAST,Watford General Hospital,"1,213",50.90%,"1,147",94.56%,736,60.68%,350,28.85%,206,16.98%,856.02,621.5,373.41,621.85,57.21,0,"1,156.59",0.71
Oct-22,NWAS,West Cumberland,607,67.52%,473,77.92%,157,25.86%,31,5.11%,11,1.81%,124.13,50.43,14.32,162.08,26.48,47.71,267.84,0.2
Oct-22,LAS,West Middlesex,"2,028",97.83%,892,43.98%,195,9.62%,10,0.49%,2,0.10%,157.18,41.31,2.36,127.37,16.24,29.83,548.87,0.08
Oct-22,EEAST,West Suffolk Hospital,"1,462",90.47%,"1,105",75.58%,445,30.44%,212,14.50%,129,8.82%,533.78,357.28,208.09,338.45,35.94,0,875.74,0.37
Oct-22,SWAS,Weston General Hospital,840,100.00%,721,85.83%,470,55.95%,292,34.76%,217,25.83%,948.11,803.82,621.62,"1,770.63",81.99,187.32,"1,147.81",1.13
Oct-22,SCAS,Wexham Park Hospital,"2,625",91.43%,"1,516",57.75%,362,13.79%,47,1.79%,11,0.42%,288.37,94.98,15.75,203.1,19.9,33.13,870.81,0.11
Oct-22,LAS,Whipps Cross,"1,049",62.37%,901,85.89%,599,57.10%,317,30.22%,235,22.40%,851.47,667.55,458.18,356.75,62.7,154,"1,096.24",0.81
Oct-22,NWAS,Whiston,922,43.93%,703,76.25%,422,45.77%,209,22.67%,114,12.36%,456.1,322.53,176.41,452.4,43.9,88.68,674.61,0.49
Oct-22,LAS,Whittington,"1,213",89.59%,900,74.20%,339,27.95%,78,6.43%,30,2.47%,276.12,130.38,39.39,186.85,27.37,48.46,553.37,0.23
Oct-22,SECAmb,William Harvey Hospital,"2,713",92.94%,"1,757",64.76%,532,19.61%,58,2.14%,10,0.37%,382.26,126.68,15.72,126.77,22.04,38.16,996.42,0.14
Oct-22,WMAS,Worcestershire Royal,"1,955",71.59%,"1,553",79.44%,"1,186",60.66%,926,47.37%,789,40.36%,"3,649.33","3,317.04","2,797.40","1,033.00",126.09,335.9,"4,108.35",1.87
Oct-22,SECAmb,Worthing Hospital,"1,931",88.17%,757,39.20%,179,9.27%,59,3.06%,32,1.66%,181.49,94.62,44.41,196,18.29,32.91,588.48,0.09
Oct-22,NWAS,Wythenshawe,"1,584",82.33%,"1,190",75.13%,727,45.90%,214,13.51%,85,5.37%,591.78,358.7,130.55,309.75,36.28,70.92,957.84,0.37
Oct-22,SWAS,Yeovil District Hospital,"1,255",100.00%,799,63.67%,341,27.17%,107,8.53%,41,3.27%,297.03,164.64,67.84,352.27,27.41,56.2,573.25,0.24
Oct-22,YAS,York District Hospital,"1,319",62.84%,"1,027",77.86%,822,62.32%,503,38.13%,341,25.85%,"1,216.85",986.53,659.56,565.88,68.45,154.37,"1,504.84",0.92
Nov-22,EEAST,Addenbrookes Hospital,"2,272",92.21%,"1,271",55.94%,300,13.20%,45,1.98%,11,0.48%,243.83,78.56,13.53,149.12,19.75,33.73,747.68,0.11
Nov-22,NWAS,Aintree University,"1,541",70.17%,"1,349",87.54%,884,57.37%,492,31.93%,324,21.03%,"1,271.60",994.75,666.16,600.45,63.92,143.95,"1,641.71",0.83
Nov-22,YAS,Airedale General Hospital,818,71.44%,327,39.98%,106,12.96%,14,1.71%,1,0.12%,72.99,24.7,2.7,97.28,16.55,31.55,225.62,0.09
Nov-22,WMAS,Alexandra,"1,547",92.36%,"1,029",66.52%,660,42.66%,412,26.63%,257,16.61%,918.18,719.13,460.01,480,49.31,114.24,"1,271.43",0.59
Nov-22,NWAS,Arrowe Park,879,56.09%,627,71.33%,274,31.17%,134,15.24%,90,10.24%,343.33,236.54,144.61,288.97,37.14,83.95,544.1,0.39
Nov-22,LAS,Barnet,"1,252",85.93%,"1,094",87.38%,563,44.97%,205,16.37%,105,8.39%,533.74,333.37,162.5,290.72,39.54,80.48,825.04,0.43
Nov-22,EEAST,Barnet General Hospital,357,71.69%,316,88.52%,172,48.18%,65,18.21%,38,10.64%,168.41,108.04,54.31,290.97,42.7,88.36,254.09,0.47
Nov-22,YAS,Barnsley District General,"1,819",87.28%,"1,166",64.10%,616,33.86%,251,13.80%,121,6.65%,583.57,371.01,175.02,309,32.33,72.14,980.26,0.32
Nov-22,EEAST,Basildon & Thurrock Hospital,"1,553",76.50%,"1,317",84.80%,818,52.67%,423,27.24%,285,18.35%,"1,052.32",789.16,498.53,460.82,55.13,131.08,"1,426.98",0.68
Nov-22,EMAS,Bassetlaw District General Hospital,834,100.00%,668,80.10%,260,31.18%,78,9.35%,47,5.64%,379.7,189.86,87.98,360,32.82,66.21,456.23,0.46
Nov-22,EEAST,Bedford Hospital South Wing,"1,529",94.91%,774,50.62%,192,12.56%,85,5.56%,47,3.07%,215.22,117.98,56.05,195.27,22.03,41.35,561.48,0.14
Nov-22,WMAS,Birmingham Childrens,604,80.75%,207,34.27%,24,3.97%,1,0.17%,1,0.17%,23.24,3.73,0.69,101.27,14.23,22.21,143.27,0.04
Nov-22,NWAS,Blackpool Victoria,"1,961",86.05%,"1,493",76.13%,700,35.70%,292,14.89%,183,9.33%,817.36,558.9,333.74,534.65,39.14,83.02,"1,279.09",0.42
Nov-22,EMAS,Boston Pilgrim Hospital,"1,576",100.00%,"1,457",92.45%,612,38.83%,215,13.64%,134,8.50%,"1,035.87",557.17,284.45,464,40.33,81.37,"1,059.24",0.66
Nov-22,YAS,Bradford Royal Infirmary,"2,482",78.92%,"1,015",40.89%,344,13.86%,82,3.30%,26,1.05%,273.02,122.06,35.24,158.47,17.55,36.16,726.04,0.11
Nov-22,SWAS,Bristol Royal Hosp For Children,663,100.00%,356,53.70%,152,22.93%,30,4.52%,7,1.06%,135.33,74.56,35.56,"1,477.22",24.43,46.57,269.97,0.2
Nov-22,SWAS,Bristol Royal Infirmary,"2,130",100.00%,"1,874",87.98%,"1,402",65.82%,825,38.73%,572,26.85%,"2,364.04","1,956.07","1,418.76","1,529.42",80.89,184.75,"2,871.42",1.11
Nov-22,EEAST,Broomfield Hospital,"1,972",91.13%,"1,537",77.94%,801,40.62%,366,18.56%,185,9.38%,831.71,556.38,276.9,331.45,39.58,81.62,"1,300.83",0.42
Nov-22,WMAS,Burton,972,85.04%,865,88.99%,384,39.51%,190,19.55%,112,11.52%,451.28,305.21,174.88,287.7,42.62,90.09,690.38,0.46
Nov-22,YAS,Calderdale Royal Hospital,"1,003",58.42%,533,53.14%,205,20.44%,39,3.89%,12,1.20%,147.42,63.83,14.3,174,20.72,41.48,346.33,0.15
Nov-22,LAS,Charing Cross,"1,374",94.24%,406,29.55%,39,2.84%,3,0.22%,0,0.00%,43.53,6.55,0.64,74.27,12.78,20.97,292.76,0.03
Nov-22,LAS,Chelsea & Westminster,"1,549",96.69%,667,43.06%,62,4.00%,5,0.32%,0,0.00%,78.76,11.69,1.25,89.68,15.16,24.23,391.39,0.05
Nov-22,SWAS,Cheltenham General Hospital,538,100.00%,393,73.05%,225,41.82%,79,14.68%,38,7.06%,192.01,116.75,47.98,220.27,34.92,76.27,313.11,0.36
Nov-22,EMAS,Chesterfield Royal Hospital,"2,174",100.00%,"1,282",58.97%,201,9.25%,8,0.37%,0,0.00%,525.3,76.98,1.91,68.1,18.47,28.49,669.36,0.24
Nov-22,WMAS,City (Birmingham),"2,124",94.02%,832,39.17%,214,10.08%,105,4.94%,70,3.30%,282.69,177.53,106.64,330.22,20.2,39.53,715.05,0.13
